case_id,resource,activity,start_time,end_time
178,Clerk-000005,Check credit history,2023-02-24 09:15:35.442000+00:00,2023-02-24 09:20:44.172000+00:00
176,Clerk-000002,Cancel application,2023-02-24 09:19:28.203000+00:00,2023-02-24 09:24:28.203000+00:00
174,AML Investigator-000002,AML check,2023-02-24 07:29:47.601000+00:00,2023-02-24 09:28:17.226000+00:00
174,Loan Officer-000002,Assess loan risk,2023-02-24 09:28:17.226000+00:00,2023-02-24 09:48:17.226000+00:00
175,Clerk-000007,Check credit history,2023-02-24 09:13:50.944000+00:00,2023-02-24 09:49:32.764000+00:00
178,Appraiser-000001,Appraise property,2023-02-24 09:15:35.442000+00:00,2023-02-24 09:55:51.036000+00:00
174,Clerk-000008,Reject application,2023-02-24 09:48:17.226000+00:00,2023-02-24 09:58:17.226000+00:00
180,Clerk-000001,Check application form completeness,2023-02-24 10:00:00+00:00,2023-02-24 10:00:32.407000+00:00
177,Clerk-000003,Check credit history,2023-02-24 08:56:54.470000+00:00,2023-02-24 10:03:07.620000+00:00
180,Clerk-000006,Return application back to applicant,2023-02-24 10:00:32.407000+00:00,2023-02-24 10:05:32.407000+00:00
175,Appraiser-000002,Appraise property,2023-02-24 09:13:50.944000+00:00,2023-02-24 10:10:01.141000+00:00
179,Clerk-000004,Check application form completeness,2023-02-24 09:30:00+00:00,2023-02-24 10:23:07.407000+00:00
177,Loan Officer-000001,Assess loan risk,2023-02-24 10:03:07.620000+00:00,2023-02-24 10:23:07.620000+00:00
177,Loan Officer-000004,Design loan offer,2023-02-24 10:23:07.620000+00:00,2023-02-24 10:23:18.540000+00:00
179,Clerk-000005,Check credit history,2023-02-24 10:23:07.407000+00:00,2023-02-24 10:42:43.002000+00:00
177,Senior Officer-000001,Approve loan offer,2023-02-24 10:23:18.540000+00:00,2023-02-24 10:43:18.540000+00:00
175,AML Investigator-000001,AML check,2023-02-24 09:13:50.944000+00:00,2023-02-24 10:46:31.076000+00:00
177,Clerk-000007,Approve application,2023-02-24 10:43:18.540000+00:00,2023-02-24 10:48:18.540000+00:00
180,Applicant-000001,Applicant completes form,2023-02-24 10:05:32.407000+00:00,2023-02-24 11:05:32.407000+00:00
175,Loan Officer-000003,Assess loan risk,2023-02-24 10:46:31.076000+00:00,2023-02-24 11:06:31.076000+00:00
180,Clerk-000001,Check application form completeness,2023-02-24 11:05:32.407000+00:00,2023-02-24 11:07:59.101000+00:00
178,AML Investigator-000002,AML check,2023-02-24 09:28:17.226000+00:00,2023-02-24 11:08:07.302000+00:00
180,AML Investigator-000002,AML check,2023-02-24 11:08:07.302000+00:00,2023-02-24 11:08:34.980000+00:00
179,Appraiser-000001,Appraise property,2023-02-24 10:23:07.407000+00:00,2023-02-24 11:10:12.585000+00:00
181,Clerk-000002,Check application form completeness,2023-02-24 10:30:00+00:00,2023-02-24 11:10:32.331000+00:00
181,Clerk-000004,Check credit history,2023-02-24 11:10:32.331000+00:00,2023-02-24 11:12:59.611000+00:00
182,Clerk-000008,Check application form completeness,2023-02-24 11:00:00+00:00,2023-02-24 11:16:07.628000+00:00
181,AML Investigator-000002,AML check,2023-02-24 11:10:32.331000+00:00,2023-02-24 11:16:24.566000+00:00
175,Clerk-000003,Reject application,2023-02-24 11:06:31.076000+00:00,2023-02-24 11:16:31.076000+00:00
180,Clerk-000006,Check credit history,2023-02-24 11:07:59.101000+00:00,2023-02-24 11:17:54.662000+00:00
178,Loan Officer-000002,Assess loan risk,2023-02-24 11:08:07.302000+00:00,2023-02-24 11:28:07.302000+00:00
183,Clerk-000001,Check application form completeness,2023-02-24 11:30:00+00:00,2023-02-24 11:30:10.046000+00:00
178,Clerk-000007,Reject application,2023-02-24 11:28:07.302000+00:00,2023-02-24 11:38:07.302000+00:00
180,Appraiser-000002,Appraise property,2023-02-24 11:07:59.101000+00:00,2023-02-24 11:44:43.924000+00:00
182,Clerk-000005,Check credit history,2023-02-24 11:16:07.628000+00:00,2023-02-24 11:45:48.295000+00:00
182,Appraiser-000002,Appraise property,2023-02-24 11:44:43.924000+00:00,2023-02-24 11:45:57.455000+00:00
183,Clerk-000002,Check credit history,2023-02-24 11:30:10.046000+00:00,2023-02-24 11:55:49.279000+00:00
183,Appraiser-000002,Appraise property,2023-02-24 11:45:57.455000+00:00,2023-02-24 11:58:02.692000+00:00
184,Clerk-000004,Check application form completeness,2023-02-24 12:00:00+00:00,2023-02-24 12:01:41.904000+00:00
184,Clerk-000008,Check credit history,2023-02-24 12:01:41.904000+00:00,2023-02-24 12:01:48.159000+00:00
180,Loan Officer-000001,Assess loan risk,2023-02-24 11:44:43.924000+00:00,2023-02-24 12:04:43.924000+00:00
179,AML Investigator-000001,AML check,2023-02-24 10:46:31.076000+00:00,2023-02-24 12:06:37.385000+00:00
182,AML Investigator-000002,AML check,2023-02-24 11:16:24.566000+00:00,2023-02-24 12:12:32.732000+00:00
180,Clerk-000003,Reject application,2023-02-24 12:04:43.924000+00:00,2023-02-24 12:14:43.924000+00:00
179,Loan Officer-000004,Assess loan risk,2023-02-24 12:06:37.385000+00:00,2023-02-24 12:26:37.385000+00:00
184,AML Investigator-000002,AML check,2023-02-24 12:12:32.732000+00:00,2023-02-24 12:28:22.150000+00:00
181,Appraiser-000001,Appraise property,2023-02-24 11:10:32.331000+00:00,2023-02-24 12:29:36.537000+00:00
183,AML Investigator-000001,AML check,2023-02-24 12:06:37.385000+00:00,2023-02-24 12:32:15.059000+00:00
182,Loan Officer-000003,Assess loan risk,2023-02-24 12:12:32.732000+00:00,2023-02-24 12:32:32.732000+00:00
182,Loan Officer-000004,Design loan offer,2023-02-24 12:32:32.732000+00:00,2023-02-24 12:33:34.983000+00:00
184,Appraiser-000002,Appraise property,2023-02-24 12:01:41.904000+00:00,2023-02-24 12:34:26.992000+00:00
179,Clerk-000006,Reject application,2023-02-24 12:26:37.385000+00:00,2023-02-24 12:36:37.385000+00:00
185,Clerk-000001,Check application form completeness,2023-02-24 12:30:00+00:00,2023-02-24 12:43:03.262000+00:00
181,Loan Officer-000002,Assess loan risk,2023-02-24 12:29:36.537000+00:00,2023-02-24 12:49:36.537000+00:00
183,Loan Officer-000001,Assess loan risk,2023-02-24 12:32:15.059000+00:00,2023-02-24 12:52:15.059000+00:00
182,Senior Officer-000002,Approve loan offer,2023-02-24 12:33:34.983000+00:00,2023-02-24 12:53:34.983000+00:00
184,Loan Officer-000003,Assess loan risk,2023-02-24 12:34:26.992000+00:00,2023-02-24 12:54:26.992000+00:00
181,Loan Officer-000004,Design loan offer,2023-02-24 12:49:36.537000+00:00,2023-02-24 12:57:27.459000+00:00
182,Clerk-000005,Cancel application,2023-02-24 12:53:34.983000+00:00,2023-02-24 12:58:34.983000+00:00
183,Loan Officer-000002,Design loan offer,2023-02-24 12:52:15.059000+00:00,2023-02-24 12:58:59.649000+00:00
184,Clerk-000002,Reject application,2023-02-24 12:54:26.992000+00:00,2023-02-24 13:04:26.992000+00:00
185,AML Investigator-000002,AML check,2023-02-24 12:43:03.262000+00:00,2023-02-24 13:06:42.512000+00:00
186,Clerk-000004,Check application form completeness,2023-02-24 13:00:00+00:00,2023-02-24 13:15:18.108000+00:00
181,Senior Officer-000001,Approve loan offer,2023-02-24 12:57:27.459000+00:00,2023-02-24 13:17:27.459000+00:00
183,Senior Officer-000002,Approve loan offer,2023-02-24 12:58:59.649000+00:00,2023-02-24 13:18:59.649000+00:00
185,Appraiser-000001,Appraise property,2023-02-24 12:43:03.262000+00:00,2023-02-24 13:21:39.965000+00:00
181,Clerk-000003,Cancel application,2023-02-24 13:17:27.459000+00:00,2023-02-24 13:22:27.459000+00:00
183,Clerk-000006,Approve application,2023-02-24 13:18:59.649000+00:00,2023-02-24 13:23:59.649000+00:00
185,Clerk-000007,Check credit history,2023-02-24 12:43:03.262000+00:00,2023-02-24 13:27:58.894000+00:00
185,Loan Officer-000001,Assess loan risk,2023-02-24 13:27:58.894000+00:00,2023-02-24 13:47:58.894000+00:00
185,Loan Officer-000003,Design loan offer,2023-02-24 13:47:58.894000+00:00,2023-02-24 13:48:58.919000+00:00
186,Appraiser-000002,Appraise property,2023-02-24 13:15:18.108000+00:00,2023-02-24 13:57:57.917000+00:00
186,Clerk-000008,Check credit history,2023-02-24 13:15:18.108000+00:00,2023-02-24 14:00:00.912000+00:00
186,AML Investigator-000001,AML check,2023-02-24 13:15:18.108000+00:00,2023-02-24 14:01:19.898000+00:00
188,Clerk-000005,Check application form completeness,2023-02-24 14:00:00+00:00,2023-02-24 14:04:56.224000+00:00
188,AML Investigator-000002,AML check,2023-02-24 14:04:56.224000+00:00,2023-02-24 14:07:34.939000+00:00
185,Senior Officer-000001,Approve loan offer,2023-02-24 13:48:58.919000+00:00,2023-02-24 14:08:58.919000+00:00
185,Clerk-000004,Cancel application,2023-02-24 14:08:58.919000+00:00,2023-02-24 14:13:58.919000+00:00
187,Clerk-000001,Check application form completeness,2023-02-24 13:30:00+00:00,2023-02-24 14:15:45.110000+00:00
187,Clerk-000003,Check credit history,2023-02-24 14:15:45.110000+00:00,2023-02-24 14:17:57.067000+00:00
188,Clerk-000002,Check credit history,2023-02-24 14:04:56.224000+00:00,2023-02-24 14:20:21.460000+00:00
186,Loan Officer-000004,Assess loan risk,2023-02-24 14:01:19.898000+00:00,2023-02-24 14:21:19.898000+00:00
186,Clerk-000006,Reject application,2023-02-24 14:21:19.898000+00:00,2023-02-24 14:31:19.898000+00:00
187,AML Investigator-000001,AML check,2023-02-24 14:15:45.110000+00:00,2023-02-24 14:46:16.645000+00:00
188,Appraiser-000001,Appraise property,2023-02-24 14:04:56.224000+00:00,2023-02-24 14:58:36.373000+00:00
187,Appraiser-000002,Appraise property,2023-02-24 14:15:45.110000+00:00,2023-02-24 14:59:02.534000+00:00
190,Clerk-000008,Check application form completeness,2023-02-24 15:00:00+00:00,2023-02-27 07:01:06.594000+00:00
190,Clerk-000005,Check credit history,2023-02-27 07:01:06.594000+00:00,2023-02-27 07:04:23.503000+00:00
188,Loan Officer-000002,Assess loan risk,2023-02-24 14:58:36.373000+00:00,2023-02-27 07:18:36.373000+00:00
187,Loan Officer-000001,Assess loan risk,2023-02-24 14:59:02.534000+00:00,2023-02-27 07:19:02.534000+00:00
189,Clerk-000007,Check application form completeness,2023-02-24 14:30:00+00:00,2023-02-27 07:24:21.188000+00:00
187,Loan Officer-000004,Design loan offer,2023-02-27 07:19:02.534000+00:00,2023-02-27 07:28:19.053000+00:00
190,AML Investigator-000002,AML check,2023-02-27 07:01:06.594000+00:00,2023-02-27 07:30:28.479000+00:00
188,Loan Officer-000003,Design loan offer,2023-02-27 07:18:36.373000+00:00,2023-02-27 07:35:39.002000+00:00
189,Clerk-000004,Check credit history,2023-02-27 07:24:21.188000+00:00,2023-02-27 07:37:33.598000+00:00
191,Clerk-000001,Check application form completeness,2023-02-27 07:30:00+00:00,2023-02-27 07:40:46.308000+00:00
190,Appraiser-000001,Appraise property,2023-02-27 07:01:06.594000+00:00,2023-02-27 07:40:58.079000+00:00
191,Clerk-000003,Check credit history,2023-02-27 07:40:46.308000+00:00,2023-02-27 07:46:42.170000+00:00
187,Senior Officer-000002,Approve loan offer,2023-02-27 07:28:19.053000+00:00,2023-02-27 07:48:19.053000+00:00
187,Clerk-000002,Approve application,2023-02-27 07:48:19.053000+00:00,2023-02-27 07:53:19.053000+00:00
188,Senior Officer-000001,Approve loan offer,2023-02-27 07:35:39.002000+00:00,2023-02-27 07:55:39.002000+00:00
188,Clerk-000006,Cancel application,2023-02-27 07:55:39.002000+00:00,2023-02-27 08:00:39.002000+00:00
190,Loan Officer-000002,Assess loan risk,2023-02-27 07:40:58.079000+00:00,2023-02-27 08:00:58.079000+00:00
190,Clerk-000005,Reject application,2023-02-27 08:00:58.079000+00:00,2023-02-27 08:10:58.079000+00:00
189,Appraiser-000002,Appraise property,2023-02-27 07:24:21.188000+00:00,2023-02-27 08:13:21.277000+00:00
192,Clerk-000008,Check application form completeness,2023-02-27 08:00:00+00:00,2023-02-27 08:18:13.183000+00:00
193,Clerk-000004,Check application form completeness,2023-02-27 08:30:00+00:00,2023-02-27 08:38:41.129000+00:00
193,Clerk-000001,Check credit history,2023-02-27 08:38:41.129000+00:00,2023-02-27 08:42:14.917000+00:00
192,Clerk-000007,Check credit history,2023-02-27 08:18:13.183000+00:00,2023-02-27 08:51:52.680000+00:00
191,Appraiser-000001,Appraise property,2023-02-27 07:40:58.079000+00:00,2023-02-27 08:52:40.567000+00:00
193,Appraiser-000001,Appraise property,2023-02-27 08:52:40.567000+00:00,2023-02-27 09:14:54.201000+00:00
195,Clerk-000002,Check application form completeness,2023-02-27 09:30:00+00:00,2023-02-27 09:39:18.623000+00:00
189,AML Investigator-000001,AML check,2023-02-27 07:24:21.188000+00:00,2023-02-27 09:42:13.892000+00:00
192,Appraiser-000002,Appraise property,2023-02-27 08:18:13.183000+00:00,2023-02-27 09:43:20.418000+00:00
191,AML Investigator-000002,AML check,2023-02-27 07:40:46.308000+00:00,2023-02-27 09:47:17.779000+00:00
194,Clerk-000003,Check application form completeness,2023-02-27 09:00:00+00:00,2023-02-27 09:56:58.778000+00:00
189,Loan Officer-000001,Assess loan risk,2023-02-27 09:42:13.892000+00:00,2023-02-27 10:02:13.892000+00:00
196,Clerk-000008,Check application form completeness,2023-02-27 10:00:00+00:00,2023-02-27 10:06:29.153000+00:00
191,Loan Officer-000004,Assess loan risk,2023-02-27 09:47:17.779000+00:00,2023-02-27 10:07:17.779000+00:00
195,Clerk-000006,Check credit history,2023-02-27 09:39:18.623000+00:00,2023-02-27 10:09:05.930000+00:00
192,AML Investigator-000001,AML check,2023-02-27 09:42:13.892000+00:00,2023-02-27 10:11:07.500000+00:00
189,Clerk-000004,Reject application,2023-02-27 10:02:13.892000+00:00,2023-02-27 10:12:13.892000+00:00
196,Clerk-000001,Check credit history,2023-02-27 10:06:29.153000+00:00,2023-02-27 10:18:28.773000+00:00
194,AML Investigator-000001,AML check,2023-02-27 10:11:07.500000+00:00,2023-02-27 10:23:34.823000+00:00
193,AML Investigator-000002,AML check,2023-02-27 09:47:17.779000+00:00,2023-02-27 10:25:27.385000+00:00
191,Loan Officer-000003,Design loan offer,2023-02-27 10:07:17.779000+00:00,2023-02-27 10:27:19.685000+00:00
195,Appraiser-000001,Appraise property,2023-02-27 09:39:18.623000+00:00,2023-02-27 10:28:16.725000+00:00
192,Loan Officer-000002,Assess loan risk,2023-02-27 10:11:07.500000+00:00,2023-02-27 10:31:07.500000+00:00
195,AML Investigator-000001,AML check,2023-02-27 10:23:34.823000+00:00,2023-02-27 10:31:36.187000+00:00
194,Clerk-000005,Check credit history,2023-02-27 09:56:58.778000+00:00,2023-02-27 10:33:01.521000+00:00
192,Clerk-000002,Reject application,2023-02-27 10:31:07.500000+00:00,2023-02-27 10:41:07.500000+00:00
193,Loan Officer-000001,Assess loan risk,2023-02-27 10:25:27.385000+00:00,2023-02-27 10:45:27.385000+00:00
191,Senior Officer-000002,Approve loan offer,2023-02-27 10:27:19.685000+00:00,2023-02-27 10:47:19.685000+00:00
196,AML Investigator-000002,AML check,2023-02-27 10:25:27.385000+00:00,2023-02-27 10:50:30.583000+00:00
193,Loan Officer-000003,Design loan offer,2023-02-27 10:45:27.385000+00:00,2023-02-27 10:51:02.310000+00:00
195,Loan Officer-000004,Assess loan risk,2023-02-27 10:31:36.187000+00:00,2023-02-27 10:51:36.187000+00:00
191,Clerk-000003,Approve application,2023-02-27 10:47:19.685000+00:00,2023-02-27 10:52:19.685000+00:00
196,Appraiser-000001,Appraise property,2023-02-27 10:28:16.725000+00:00,2023-02-27 10:59:51.233000+00:00
195,Clerk-000008,Reject application,2023-02-27 10:51:36.187000+00:00,2023-02-27 11:01:36.187000+00:00
193,Senior Officer-000001,Approve loan offer,2023-02-27 10:51:02.310000+00:00,2023-02-27 11:11:02.310000+00:00
193,Clerk-000004,Cancel application,2023-02-27 11:11:02.310000+00:00,2023-02-27 11:16:02.310000+00:00
196,Loan Officer-000002,Assess loan risk,2023-02-27 10:59:51.233000+00:00,2023-02-27 11:19:51.233000+00:00
197,Clerk-000007,Check application form completeness,2023-02-27 10:30:00+00:00,2023-02-27 11:20:32.644000+00:00
197,Appraiser-000001,Appraise property,2023-02-27 11:20:32.644000+00:00,2023-02-27 11:26:09.502000+00:00
196,Clerk-000001,Reject application,2023-02-27 11:19:51.233000+00:00,2023-02-27 11:29:51.233000+00:00
197,Clerk-000005,Check credit history,2023-02-27 11:20:32.644000+00:00,2023-02-27 11:31:00.682000+00:00
199,Clerk-000002,Check application form completeness,2023-02-27 11:30:00+00:00,2023-02-27 11:32:00.719000+00:00
197,AML Investigator-000001,AML check,2023-02-27 11:20:32.644000+00:00,2023-02-27 11:32:05.272000+00:00
199,AML Investigator-000002,AML check,2023-02-27 11:32:00.719000+00:00,2023-02-27 11:40:31.825000+00:00
197,Loan Officer-000001,Assess loan risk,2023-02-27 11:32:05.272000+00:00,2023-02-27 11:52:05.272000+00:00
194,Appraiser-000002,Appraise property,2023-02-27 09:56:58.778000+00:00,2023-02-27 11:52:49.546000+00:00
199,Appraiser-000001,Appraise property,2023-02-27 11:32:00.719000+00:00,2023-02-27 11:56:48.498000+00:00
197,Clerk-000008,Reject application,2023-02-27 11:52:05.272000+00:00,2023-02-27 12:02:05.272000+00:00
194,Loan Officer-000003,Assess loan risk,2023-02-27 11:52:49.546000+00:00,2023-02-27 12:12:49.546000+00:00
198,Clerk-000006,Check application form completeness,2023-02-27 11:00:00+00:00,2023-02-27 12:14:27.978000+00:00
199,Clerk-000003,Check credit history,2023-02-27 11:32:00.719000+00:00,2023-02-27 12:19:33.108000+00:00
198,Clerk-000007,Check credit history,2023-02-27 12:14:27.978000+00:00,2023-02-27 12:27:18.191000+00:00
201,Clerk-000001,Check application form completeness,2023-02-27 12:30:00+00:00,2023-02-27 12:31:21.712000+00:00
198,Appraiser-000002,Appraise property,2023-02-27 12:14:27.978000+00:00,2023-02-27 12:32:22.656000+00:00
200,Clerk-000004,Check application form completeness,2023-02-27 12:00:00+00:00,2023-02-27 12:34:46.535000+00:00
194,Loan Officer-000004,Design loan offer,2023-02-27 12:12:49.546000+00:00,2023-02-27 12:35:03.291000+00:00
198,AML Investigator-000001,AML check,2023-02-27 12:14:27.978000+00:00,2023-02-27 12:35:50.780000+00:00
199,Loan Officer-000002,Assess loan risk,2023-02-27 12:19:33.108000+00:00,2023-02-27 12:39:33.108000+00:00
199,Clerk-000008,Reject application,2023-02-27 12:39:33.108000+00:00,2023-02-27 12:49:33.108000+00:00
194,Senior Officer-000002,Approve loan offer,2023-02-27 12:35:03.291000+00:00,2023-02-27 12:55:03.291000+00:00
198,Loan Officer-000001,Assess loan risk,2023-02-27 12:35:50.780000+00:00,2023-02-27 12:55:50.780000+00:00
201,AML Investigator-000002,AML check,2023-02-27 12:31:21.712000+00:00,2023-02-27 12:59:40.379000+00:00
194,Clerk-000006,Cancel application,2023-02-27 12:55:03.291000+00:00,2023-02-27 13:00:03.291000+00:00
200,Clerk-000002,Check credit history,2023-02-27 12:34:46.535000+00:00,2023-02-27 13:02:27.639000+00:00
201,Clerk-000005,Check credit history,2023-02-27 12:31:21.712000+00:00,2023-02-27 13:02:55.776000+00:00
198,Clerk-000003,Reject application,2023-02-27 12:55:50.780000+00:00,2023-02-27 13:05:50.780000+00:00
200,AML Investigator-000001,AML check,2023-02-27 12:35:50.780000+00:00,2023-02-27 13:09:16.502000+00:00
202,Clerk-000007,Check application form completeness,2023-02-27 13:00:00+00:00,2023-02-27 13:20:56.870000+00:00
202,Clerk-000001,Return application back to applicant,2023-02-27 13:20:56.870000+00:00,2023-02-27 13:25:56.870000+00:00
201,Appraiser-000001,Appraise property,2023-02-27 12:31:21.712000+00:00,2023-02-27 13:32:45.619000+00:00
203,Clerk-000004,Check application form completeness,2023-02-27 13:30:00+00:00,2023-02-27 13:40:24.110000+00:00
201,Loan Officer-000003,Assess loan risk,2023-02-27 13:32:45.619000+00:00,2023-02-27 13:52:45.619000+00:00
204,Clerk-000006,Check application form completeness,2023-02-27 14:00:00+00:00,2023-02-27 14:02:05.525000+00:00
201,Loan Officer-000004,Design loan offer,2023-02-27 13:52:45.619000+00:00,2023-02-27 14:02:22.714000+00:00
200,Appraiser-000002,Appraise property,2023-02-27 12:34:46.535000+00:00,2023-02-27 14:03:37.705000+00:00
204,Clerk-000002,Return application back to applicant,2023-02-27 14:02:05.525000+00:00,2023-02-27 14:07:05.525000+00:00
203,Appraiser-000001,Appraise property,2023-02-27 13:40:24.110000+00:00,2023-02-27 14:07:32.655000+00:00
203,AML Investigator-000002,AML check,2023-02-27 13:40:24.110000+00:00,2023-02-27 14:08:18.750000+00:00
201,Senior Officer-000001,Approve loan offer,2023-02-27 14:02:22.714000+00:00,2023-02-27 14:22:22.714000+00:00
200,Loan Officer-000002,Assess loan risk,2023-02-27 14:03:37.705000+00:00,2023-02-27 14:23:37.705000+00:00
203,Clerk-000008,Check credit history,2023-02-27 13:40:24.110000+00:00,2023-02-27 14:25:56.597000+00:00
202,Applicant-000001,Applicant completes form,2023-02-27 13:25:56.870000+00:00,2023-02-27 14:25:56.870000+00:00
200,Loan Officer-000001,Design loan offer,2023-02-27 14:23:37.705000+00:00,2023-02-27 14:26:05.363000+00:00
201,Clerk-000005,Approve application,2023-02-27 14:22:22.714000+00:00,2023-02-27 14:27:22.714000+00:00
203,Loan Officer-000003,Assess loan risk,2023-02-27 14:25:56.597000+00:00,2023-02-27 14:45:56.597000+00:00
200,Senior Officer-000002,Approve loan offer,2023-02-27 14:26:05.363000+00:00,2023-02-27 14:46:05.363000+00:00
203,Loan Officer-000004,Design loan offer,2023-02-27 14:45:56.597000+00:00,2023-02-27 14:49:11.472000+00:00
200,Clerk-000001,Cancel application,2023-02-27 14:46:05.363000+00:00,2023-02-27 14:51:05.363000+00:00
205,Clerk-000007,Check application form completeness,2023-02-27 14:30:00+00:00,2023-02-28 07:06:07.165000+00:00
203,Senior Officer-000001,Approve loan offer,2023-02-27 14:49:11.472000+00:00,2023-02-28 07:09:11.472000+00:00
202,Clerk-000003,Check application form completeness,2023-02-27 14:25:56.870000+00:00,2023-02-28 07:15:47.114000+00:00
204,Applicant-000001,Applicant completes form,2023-02-27 14:25:56.870000+00:00,2023-02-28 07:25:56.870000+00:00
206,Clerk-000004,Check application form completeness,2023-02-27 15:00:00+00:00,2023-02-28 07:36:33.966000+00:00
